yaw_angle_raw,yaw_torque_raw,yaw_vel_motor,yaw_angle_imu,yaw_vel_imu,target_torque,target_velocity
3.09985,0.00293064,-0.0109901,-2.92308,0.00366519,0,0
3.09975,-0.00293064,-0.0329666,-2.92308,-0.000349066,0,0
3.09975,-0.00879097,-0.0109901,-2.92308,-0.0015708,0,0
3.09985,-0.00879097,-0.0109901,-2.92308,0.00366519,0,0
3.09985,-0.00879097,-0.0329666,-2.92308,0.000523599,0,0
3.09985,-0.00879097,-0.0109901,-2.92308,0.002618,0,0
3.09975,-0.00879097,-0.0109901,-2.92308,-0.00471239,0,0
3.09985,-0.00879097,-0.0329666,-2.92308,-0.00680679,0,0
3.09985,-0.00879097,-0.0109901,-2.92308,-0.002618,0,0
3.09994,-0.00293064,-0.0109901,-2.92308,0.00366519,0,0
3.09994,-0.0146523,-0.0109901,-2.92308,0.0111701,0,0
3.09985,-0.00879097,-0.0109901,-2.92308,-0.0015708,0,0
3.09985,-0.00879097,-0.0109901,-2.92308,0.000523599,0,0
3.09975,-0.00879097,0.0329666,-2.92308,0.00680679,0,0
3.09985,-0.00879097,-0.0109901,-2.92308,0.00471239,0,0
3.09966,-0.00879097,0.0109901,-2.92308,-0.00994838,0,0
3.09975,-0.00293064,0.0109901,-2.92308,-0.00366519,0,0
3.09975,-0.00293064,-0.0329666,-2.92308,0.00366519,0,0
3.09985,-0.00293064,-0.0109901,-2.92308,0.000523599,0,0
3.09975,-0.00293064,-0.0109901,-2.92308,0.00680679,0,0
3.09985,-0.00879097,-0.0109901,-2.92308,-0.00785398,0,0
3.09985,-0.00293064,-0.0109901,-2.92308,0.002618,0,0
3.09975,-0.00293064,-0.0329666,-2.92308,0.0015708,0,0
3.09985,-0.00293064,-0.0329666,-2.92308,0.00471239,0,0
3.09985,-0.00879097,0.0109901,-2.92308,-0.0015708,0,0
3.09975,-0.00879097,-0.0109901,-2.92308,-0.0015708,0,0
3.09985,-0.00879097,-0.0109901,-2.92308,0.00471239,0,0
3.09985,-0.00293064,0.0109901,-2.92308,-0.0015708,0,0
3.09985,-0.00293064,-0.0329666,-2.92308,0.00680679,0,0
3.09975,-0.00293064,-0.0109901,-2.92308,0.00471239,0,0
3.09985,-0.00293064,-0.0109901,-2.92308,-0.00575959,0,0
3.09985,-0.00293064,-0.0329666,-2.92308,-0.00994838,0,0
3.09975,-0.00879097,-0.0109901,-2.92308,0.000523599,0,0
3.09985,-0.00293064,-0.0109901,-2.92308,0.00366519,0,0
3.09985,-0.00293064,-0.0109901,-2.92308,0.0101229,0,0
3.09994,0.00293064,-0.0109901,-2.92308,0.00680679,0,0
3.09985,-0.00293064,0.0109901,-2.92308,0.0015708,0,0
3.09975,-0.00293064,-0.0109901,-2.92308,-0.000349066,0,0
3.09985,-0.00293064,-0.0329666,-2.92308,0.002618,0,0
3.09975,-0.00293064,-0.0109901,-2.92308,-0.000349066,0,0
3.09985,-0.00293064,-0.0109901,-2.92308,-0.00785398,0,0
3.09975,-0.00293064,-0.0329666,-2.92308,-0.0015708,0,0
3.09985,-0.00293064,0.0109901,-2.92308,0.0015708,0,0
3.09985,-0.00293064,0.0109901,-2.92308,-0.000349066,0,0
3.09994,-0.0146523,-0.0109901,-2.92308,0.00785398,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,0.00785398,0,0
3.09994,-0.00293064,-0.0109901,-2.92308,-0.00785398,0,0
3.09985,-0.00293064,0.0109901,-2.92308,-0.00471239,0,0
3.09975,-0.00293064,-0.0329666,-2.92308,0.00471239,0,0
3.09985,0.00293064,0.0109901,-2.92308,0.000523599,0,0
3.09975,-0.00293064,-0.0109901,-2.92308,-0.00575959,0,0
3.09985,-0.00293064,-0.0329666,-2.92308,-0.00366519,0,0
3.09985,0.00293064,-0.0109901,-2.92308,0.002618,0,0
3.09985,0.00293064,-0.0109901,-2.92308,0.002618,0,0
3.09985,0.00293064,-0.0109901,-2.92308,-0.0015708,0,0
3.09985,0.00293064,-0.0109901,-2.92308,-0.0109956,0,0
3.09985,-0.00293064,-0.0109901,-2.92308,-0.00575959,0,0
3.09966,-0.00879097,0.0109901,-2.92308,0.0015708,0,0
3.09985,-0.00879097,-0.0329666,-2.92308,0.00575959,0,0
3.09975,-0.00293064,-0.0109901,-2.92308,0.000523599,0,0
3.09994,0.00293064,0.0109901,-2.92308,-0.00575959,0,0
3.09985,-0.00293064,0.0109901,-2.92308,-0.00680679,0,0
3.09985,-0.00879097,-0.0109901,-2.92308,0.00785398,0,0
3.09975,-0.00879097,-0.0109901,-2.92308,0.00471239,0,0
3.09985,-0.00879097,-0.0109901,-2.92308,-0.000349066,0,0
3.09985,-0.00879097,-0.0109901,-2.92308,-0.000349066,0,0
3.09985,-0.00293064,-0.0109901,-2.92308,0.00471239,0,0
3.09985,-0.00293064,-0.0109901,-2.92308,0.0015708,0,0
3.09975,0.00293064,0.0109901,-2.92308,-0.000349066,0,0
3.09994,0.00293064,0.0109901,-2.92308,0.0015708,0,0
3.09975,-0.00293064,-0.0109901,-2.92308,-0.0015708,0,0
3.09985,-0.00879097,0.0109901,-2.92308,0.00366519,0,0
3.09985,-0.00879097,-0.0109901,-2.92308,0.000523599,0,0
3.09985,-0.00879097,-0.0109901,-2.92308,-0.00471239,0,0
3.09985,-0.00879097,-0.0329666,-2.92308,-0.002618,0,0
3.09994,-0.00293064,-0.0329666,-2.92308,0.0101229,0,0
3.09975,-0.00293064,-0.0109901,-2.9229,0.00680679,0,0
3.09966,-0.00879097,-0.0109901,-2.9229,-0.0015708,0,0
3.09985,-0.0146523,-0.0329666,-2.9229,0.00366519,0,0
3.09975,-0.00879097,0.0109901,-2.9229,0.00471239,0,0
3.09975,-0.00879097,-0.0109901,-2.9229,-0.000349066,0,0
3.09994,-0.00293064,-0.0549469,-2.9229,0.00366519,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.00575959,0,0
3.10004,-0.00879097,-0.0109901,-2.9229,-0.00680679,0,0
3.09985,-0.00879097,0.0109901,-2.9229,-0.002618,0,0
3.09985,-0.0146523,0.0109901,-2.9229,0.00471239,0,0
3.09975,-0.00879097,-0.0109901,-2.9229,0.002618,0,0
3.09994,-0.00293064,-0.0329666,-2.9229,-0.002618,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.00785398,0,0
3.09975,0.00293064,0.0109901,-2.9229,-0.000349066,0,0
3.09985,0.00293064,-0.0329666,-2.9229,-0.00366519,0,0
3.09985,-0.00293064,-0.0329666,-2.9229,-0.000349066,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.00366519,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.00471239,0,0
3.09966,-0.00293064,0.0109901,-2.9229,0.00366519,0,0
3.09985,-0.00293064,0.0109901,-2.9229,-0.00471239,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,-0.000349066,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.0015708,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.00366519,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,-0.00366519,0,0
3.09975,-0.00879097,0.0109901,-2.9229,0.00680679,0,0
3.09985,-0.00879097,-0.0329666,-2.9229,0.002618,0,0
3.09985,-0.00879097,-0.0329666,-2.9229,0.0015708,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.0015708,0,0
3.09975,-0.00293064,-0.0109901,-2.9229,-0.00890118,0,0
3.09966,-0.00293064,-0.0109901,-2.9229,-0.00575959,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.00890118,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.00366519,0,0
3.09966,-0.00293064,0.0109901,-2.9229,0.00366519,0,0
3.09975,-0.00879097,-0.0109901,-2.9229,0.0015708,0,0
3.09985,-0.00293064,-0.0329666,-2.9229,0.00366519,0,0
3.09985,-0.00293064,-0.0329666,-2.9229,0.0015708,0,0
3.09994,-0.00293064,-0.0329666,-2.9229,-0.00680679,0,0
3.09994,-0.00293064,-0.0329666,-2.9229,-0.000349066,0,0
3.09975,-0.00293064,0.0109901,-2.9229,-0.00366519,0,0
3.09975,-0.00293064,-0.0109901,-2.9229,-0.00785398,0,0
3.09975,-0.00879097,-0.0109901,-2.9229,0.00366519,0,0
3.09985,-0.0146523,-0.0329666,-2.9229,0.000523599,0,0
3.09966,-0.0146523,-0.0109901,-2.9229,-0.00471239,0,0
3.09985,-0.0146523,-0.0329666,-2.9229,0.000523599,0,0
3.09975,-0.0146523,0.0109901,-2.9229,0.00366519,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,-0.002618,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.002618,0,0
3.09985,-0.00293064,0.0109901,-2.9229,0.00785398,0,0
3.09966,-0.00293064,0.0109901,-2.9229,0.00471239,0,0
3.09985,-0.00293064,-0.0549469,-2.9229,-0.0015708,0,0
3.10004,-0.00879097,-0.0329666,-2.9229,-0.002618,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,-0.00471239,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,0.0015708,0,0
3.09975,-0.00879097,0.0109901,-2.9229,0.002618,0,0
3.09966,-0.00879097,0.0109901,-2.9229,-0.0015708,0,0
3.09994,-0.00879097,-0.0329666,-2.9229,-0.0015708,0,0
3.09985,-0.00879097,-0.0329666,-2.9229,0.00575959,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,-0.00575959,0,0
3.09994,-0.00293064,-0.0109901,-2.9229,-0.00680679,0,0
3.09975,-0.00879097,-0.0109901,-2.9229,0.0015708,0,0
3.09966,-0.00293064,-0.0109901,-2.9229,0.0111701,0,0
3.09985,-0.00293064,0.0109901,-2.9229,0.00366519,0,0
3.09985,-0.00293064,0.0109901,-2.9229,-0.0015708,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,-0.00471239,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,-0.0015708,0,0
3.09975,-0.00293064,-0.0109901,-2.9229,-0.00471239,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.000349066,0,0
3.09994,-0.00293064,-0.0329666,-2.9229,0.002618,0,0
3.09985,0.00293064,-0.0109901,-2.9229,0.0015708,0,0
3.09985,0.00293064,-0.0329666,-2.9229,-0.0015708,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.00907572,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.0015708,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,-0.0015708,0,0
3.09966,-0.00879097,0.0109901,-2.9229,0.00366519,0,0
3.09985,-0.0146523,-0.0109901,-2.9229,0.000523599,0,0
3.09975,-0.00879097,-0.0329666,-2.9229,-0.000349066,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,0.00366519,0,0
3.09985,-0.00879097,0.0109901,-2.9229,-0.000349066,0,0
3.09975,-0.00879097,-0.0109901,-2.9229,0.0015708,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,0.00907572,0,0
3.09975,-0.00293064,0.0109901,-2.9229,-0.002618,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.00366519,0,0
3.09975,-0.00879097,-0.0329666,-2.9229,-0.000349066,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.00366519,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,0.000523599,0,0
3.09975,-0.0146523,-0.0109901,-2.9229,0.00575959,0,0
3.09994,-0.0146523,-0.0109901,-2.9229,0.00680679,0,0
3.09975,-0.00879097,-0.0109901,-2.9229,-0.00366519,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,-0.000349066,0,0
3.09985,-0.00293064,0.0109901,-2.9229,0.00366519,0,0
3.09966,-0.00293064,0.0109901,-2.9229,0.00366519,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,0.00366519,0,0
3.09975,-0.00293064,-0.0329666,-2.9229,0.000523599,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,0.000523599,0,0
3.09985,-0.00879097,-0.0329666,-2.9229,0.000523599,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.000523599,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.0015708,0,0
3.09994,-0.00879097,-0.0329666,-2.9229,-0.000349066,0,0
3.09975,-0.00293064,-0.0109901,-2.9229,0.00680679,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.00471239,0,0
3.09985,-0.00293064,-0.0329666,-2.9229,0.0015708,0,0
3.09975,-0.00879097,-0.0109901,-2.9229,0.0015708,0,0
3.09985,-0.00879097,0.0109901,-2.9229,-0.000349066,0,0
3.09975,-0.00879097,-0.0109901,-2.9229,0.0015708,0,0
3.09985,-0.00879097,-0.0329666,-2.9229,-0.002618,0,0
3.09985,-0.00879097,-0.0329666,-2.9229,-0.00471239,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,0.0015708,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.002618,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,-0.002618,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,0.0015708,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.000523599,0,0
3.09966,-0.00293064,-0.0109901,-2.9229,-0.00471239,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.00785398,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.002618,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.00471239,0,0
3.09985,-0.00293064,-0.0329666,-2.9229,-0.0109956,0,0
3.09985,-0.00879097,0.0109901,-2.9229,-0.0015708,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,0.002618,0,0
3.09975,-0.00293064,-0.0109901,-2.9229,0.000523599,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.0015708,0,0
3.09975,-0.00879097,0.0109901,-2.9229,-0.00366519,0,0
3.09985,-0.00293064,-0.0329666,-2.9229,0.002618,0,0
3.09985,-0.00879097,0.0109901,-2.9229,0.00366519,0,0
3.09994,-0.00879097,-0.0329666,-2.9229,0.000523599,0,0
3.09966,-0.0146523,-0.0109901,-2.9229,0.00575959,0,0
3.09985,-0.00879097,-0.0329666,-2.9229,-0.00890118,0,0
3.09975,-0.00293064,-0.0329666,-2.9229,0.000523599,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.0164061,0,0
3.09994,-0.00293064,-0.0109901,-2.9229,0.00471239,0,0
3.09985,-0.00293064,-0.0329666,-2.9229,-0.00680679,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.000349066,0,0
3.09966,-0.00293064,0.0109901,-2.9229,0.00785398,0,0
3.09985,-0.00879097,-0.0329666,-2.9229,0.000523599,0,0
3.09985,-0.00879097,0.0109901,-2.9229,-0.00575959,0,0
3.09994,-0.00293064,-0.0329666,-2.9229,-0.00471239,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.0015708,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.000349066,0,0
3.09985,0.00293064,-0.0109901,-2.9229,-0.00994838,0,0
3.09985,0.00293064,-0.0109901,-2.9229,0.00471239,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,0.00471239,0,0
3.09985,-0.00293064,0.0109901,-2.9229,0.00575959,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.000523599,0,0
3.09966,-0.00879097,-0.0109901,-2.9229,-0.00785398,0,0
3.09975,-0.00293064,0.0109901,-2.9229,-0.00471239,0,0
3.09985,-0.00293064,-0.0329666,-2.9229,0.00471239,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.0015708,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.002618,0,0
3.09966,-0.00293064,-0.0109901,-2.9229,0.00575959,0,0
3.09975,-0.00879097,-0.0109901,-2.9229,-0.002618,0,0
3.09966,-0.00879097,-0.0109901,-2.9229,-0.002618,0,0
3.09985,-0.0146523,-0.0109901,-2.9229,0.00680679,0,0
3.09975,-0.0146523,-0.0109901,-2.9229,0.000523599,0,0
3.09975,-0.00879097,-0.0329666,-2.9229,-0.00366519,0,0
3.09985,-0.00293064,-0.0329666,-2.9229,-0.00575959,0,0
3.09975,-0.00293064,-0.0109901,-2.9229,0.002618,0,0
3.09975,-0.00293064,-0.0109901,-2.9229,0.000523599,0,0
3.09985,-0.00293064,0.0109901,-2.9229,0.00680679,0,0
3.09975,-0.00293064,-0.0109901,-2.9229,0.00785398,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.00471239,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.000523599,0,0
3.09985,-0.00293064,-0.0549469,-2.9229,0.00785398,0,0
3.09985,-0.00293064,0.0109901,-2.9229,0.00680679,0,0
3.09975,-0.00879097,-0.0109901,-2.92273,0.00366519,0,0
3.09994,-0.00293064,-0.0329666,-2.92273,0.000523599,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.00471239,0,0
3.09985,-0.00293064,0.0109901,-2.92273,0.00680679,0,0
3.09966,-0.00293064,-0.0329666,-2.9229,-0.00471239,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.00366519,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.000349066,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,-0.002618,0,0
3.09975,-0.00879097,-0.0109901,-2.9229,-0.0015708,0,0
3.09985,-0.00879097,0.0109901,-2.9229,0.0015708,0,0
3.09994,-0.0146523,0.0109901,-2.92273,0.0101229,0,0
3.09975,-0.00879097,-0.0109901,-2.92273,0.000523599,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,-0.00785398,0,0
3.09975,-0.00293064,-0.0109901,-2.9229,0.002618,0,0
3.09966,-0.00293064,-0.0329666,-2.9229,-0.0015708,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.0015708,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.000523599,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,-0.000349066,0,0
3.09975,-0.00879097,-0.0109901,-2.92273,0.00785398,0,0
3.09985,-0.0146523,0.0109901,-2.9229,-0.00471239,0,0
3.09975,-0.00879097,0.0109901,-2.9229,-0.00680679,0,0
3.09985,-0.00879097,-0.0329666,-2.9229,0.00366519,0,0
3.09966,-0.00293064,-0.0109901,-2.9229,0.002618,0,0
3.09985,-0.00293064,-0.0329666,-2.9229,0.0015708,0,0
3.09985,-0.00293064,-0.0329666,-2.92273,0.00471239,0,0
3.09966,-0.00293064,-0.0109901,-2.92273,0.002618,0,0
3.09985,-0.00293064,-0.0109901,-2.92273,-0.000349066,0,0
3.09966,-0.00293064,-0.0109901,-2.92273,0.00785398,0,0
3.09975,-0.00879097,-0.0109901,-2.92273,-0.00575959,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,-0.00994838,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,-0.00471239,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,0.00366519,0,0
3.09985,-0.00879097,-0.0329666,-2.92273,0.00785398,0,0
3.09985,-0.00293064,0.0109901,-2.92273,-0.00575959,0,0
3.09975,-0.00293064,-0.0109901,-2.9229,-0.00471239,0,0
3.09994,-0.00293064,-0.0109901,-2.9229,0.000523599,0,0
3.09975,-0.00293064,-0.0109901,-2.92273,0.00680679,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.00471239,0,0
3.09985,-0.00293064,-0.0329666,-2.9229,-0.00785398,0,0
3.09985,-0.00293064,0.0109901,-2.9229,-0.00680679,0,0
3.09985,-0.00293064,-0.0329666,-2.9229,0.002618,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.00575959,0,0
3.09975,-0.00293064,0.0109901,-2.9229,-0.00471239,0,0
3.09994,-0.00293064,-0.0329666,-2.9229,0.00471239,0,0
3.09985,-0.00293064,-0.0109901,-2.92273,0.00785398,0,0
3.09975,-0.00293064,0.0109901,-2.9229,-0.00575959,0,0
3.09975,-0.00293064,0.0109901,-2.9229,0.002618,0,0
3.09985,-0.00293064,-0.0329666,-2.92273,0.002618,0,0
3.09985,-0.00293064,-0.0329666,-2.9229,-0.0015708,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.00994838,0,0
3.09985,-0.00293064,0.0109901,-2.9229,-0.00575959,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,0.0015708,0,0
3.09994,-0.00293064,-0.0329666,-2.9229,0.000523599,0,0
3.09994,-0.00293064,-0.0109901,-2.9229,-0.000349066,0,0
3.09985,-0.00293064,0.0109901,-2.9229,-0.00366519,0,0
3.09975,-0.00293064,-0.0109901,-2.9229,-0.00471239,0,0
3.09975,-0.00879097,-0.0109901,-2.9229,-0.0015708,0,0
3.09975,-0.00879097,-0.0109901,-2.9229,-0.00471239,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,-0.00785398,0,0
3.09985,-0.00293064,-0.0549469,-2.9229,-0.002618,0,0
3.09985,-0.00293064,0.0109901,-2.9229,0.00366519,0,0
3.09994,-0.00293064,0.0109901,-2.9229,0.002618,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.00471239,0,0
3.09975,-0.00879097,0.0109901,-2.9229,0.00575959,0,0
3.09985,-0.00879097,0.0109901,-2.9229,0.00680679,0,0
3.09985,-0.00293064,-0.0329666,-2.9229,0.00471239,0,0
3.09985,-0.00293064,-0.0329666,-2.9229,-0.000349066,0,0
3.09985,-0.00293064,0.0109901,-2.9229,-0.002618,0,0
3.09985,-0.00879097,0.0109901,-2.9229,0.002618,0,0
3.09975,-0.00293064,-0.0109901,-2.9229,0.00680679,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.00785398,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.00680679,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.00471239,0,0
3.09985,-0.0146523,-0.0329666,-2.9229,0.0122173,0,0
3.09985,-0.0146523,0.0109901,-2.9229,0.0143117,0,0
3.09985,-0.00879097,-0.0329666,-2.9229,-0.00680679,0,0
3.09985,-0.00879097,-0.0329666,-2.9229,0.002618,0,0
3.09985,-0.00879097,-0.0109901,-2.9229,0.00366519,0,0
3.09985,-0.00293064,0.0109901,-2.9229,-0.00471239,0,0
3.09985,-0.00293064,-0.0109901,-2.9229,-0.0015708,0,0
3.09975,-0.00879097,-0.0109901,-2.9229,0.00785398,0,0
3.09985,-0.00879097,0.0109901,-2.9229,0.0015708,0,0
3.09975,-0.00879097,-0.0109901,-2.9229,-0.000349066,0,0
3.09985,-0.00879097,0.0109901,-2.9229,-0.0015708,0,0
3.09994,-0.00879097,-0.0329666,-2.9229,0.00575959,0,0
3.09994,-0.00879097,-0.0329666,-2.9229,0.0015708,0,0
3.09985,-0.00293064,-0.0109901,-2.92273,0.0101229,0,0
3.09966,0.00293064,-0.0109901,-2.92273,0.00471239,0,0
3.09985,0.00293064,0.0329666,-2.92273,0.00575959,0,0
3.09975,0.00293064,-0.0329666,-2.92273,0.00575959,0,0
3.09985,-0.00293064,-0.0109901,-2.92273,0.000523599,0,0
3.09985,-0.00293064,-0.0109901,-2.92273,-0.00785398,0,0
3.09985,-0.00879097,-0.0109901,-2.92273,0.0015708,0,0
3.09985,-0.00879097,-0.0109901,-2.92273,0.00680679,0,0
3.09985,-0.00879097,-0.0109901,-2.92273,0.00366519,0,0
3.09985,-0.00879097,-0.0329666,-2.92273,-0.000349066,0,0
3.09985,-0.00293064,0.0109901,-2.92273,0.0015708,0,0
3.09975,-0.00879097,0.0109901,-2.92273,-0.000349066,0,0
